fold,train_set,test_set,feature_set,accuracy,f1_weighted,precision_weighted,recall_weighted,kappa,Model,Test_Lang,Features,col,f1_macro
1,all_languages,bikol_test,xlmr,60.0,0.723,0.6,0.138,0.4175,ALL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.5650000000000001
1,all_languages,cebuano_test,xlmr,70.0,0.697,0.7,0.158,0.5212,ALL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.6573333333333333
1,all_languages,tagalog_test,all_xlmr,49.0566,0.484,0.491,0.269,0.2248,ALL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.4746666666666666
1,all_languages,bikol_test,all_xlmr,56.6667,0.712,0.567,0.144,0.378,ALL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.54
1,all_languages,cebuano_test,all_xlmr,68.5714,0.69,0.686,0.163,0.5029,ALL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.6526666666666666
2,mono_tagalog,tagalog_test,mbert,64.1509,0.678,0.642,0.183,0.4554,TGL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.6286666666666667
2,mono_tagalog,bikol_test,mbert,60.0,0.602,0.6,0.258,0.337,TGL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.5226666666666667
2,mono_tagalog,cebuano_test,mbert,41.4286,0.449,0.414,0.255,0.141,TGL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.37366666666666665
2,mono_tagalog,tagalog_test,all,66.0377,0.684,0.66,0.177,0.484,TGL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.648
2,mono_tagalog,bikol_test,all,63.3333,0.696,0.633,0.252,0.382,TGL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.5539999999999999
2,mono_tagalog,cebuano_test,all,44.2857,0.444,0.443,0.268,0.1644,TGL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.39333333333333337
2,mono_tagalog,tagalog_test,xlmr,56.6038,0.621,0.566,0.222,0.3439,TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.5473333333333333
2,mono_tagalog,bikol_test,xlmr,30.0,0.132,0.3,0.41,-0.0995,TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.16666666666666666
2,mono_tagalog,cebuano_test,xlmr,44.2857,0.524,0.443,0.222,0.1963,TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.37233333333333335
2,mono_tagalog,tagalog_test,all_xlmr,60.3774,0.648,0.604,0.197,0.4073,TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.5933333333333334
2,mono_tagalog,bikol_test,all_xlmr,30.0,0.132,0.3,0.41,-0.0995,TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.16666666666666666
2,mono_tagalog,cebuano_test,all_xlmr,54.2857,0.615,0.543,0.19,0.3208,TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.4696666666666667
2,mono_bikol,tagalog_test,mbert,28.3019,0.0,0.283,0.257,0.0233,BCL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.17466666666666666
2,mono_bikol,bikol_test,mbert,66.6667,0.7,0.667,0.214,0.4565,BCL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.6276666666666667
2,mono_bikol,cebuano_test,mbert,60.0,0.597,0.6,0.248,0.346,BCL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.545
2,mono_bikol,tagalog_test,all,30.1887,0.0,0.302,0.251,0.0467,BCL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.207
2,mono_bikol,bikol_test,all,70.0,0.769,0.7,0.195,0.5082,BCL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.6526666666666667
2,mono_bikol,cebuano_test,all,62.8571,0.628,0.629,0.245,0.3841,BCL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.5650000000000001
2,mono_bikol,tagalog_test,xlmr,26.4151,0.0,0.264,0.264,0.0,BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.13933333333333334
2,mono_bikol,bikol_test,xlmr,80.0,0.824,0.8,0.155,0.661,BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.7426666666666666
2,mono_bikol,cebuano_test,xlmr,65.7143,0.575,0.657,0.226,0.4364,BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.5333333333333333
2,mono_bikol,tagalog_test,all_xlmr,39.6226,0.0,0.396,0.221,0.1633,BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.3313333333333333
2,mono_bikol,bikol_test,all_xlmr,80.0,0.824,0.8,0.155,0.661,BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.7426666666666666
2,mono_bikol,cebuano_test,all_xlmr,64.2857,0.563,0.643,0.239,0.4098,BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.5186666666666667
2,mono_cebuano,tagalog_test,mbert,45.283,0.428,0.453,0.291,0.1555,CEB,TGL,mBERT Embdng,TGL | mBERT Embdng,0.377
2,mono_cebuano,bikol_test,mbert,53.3333,0.641,0.533,0.176,0.3301,CEB,BCL,mBERT Embdng,BCL | mBERT Embdng,0.529
2,mono_cebuano,cebuano_test,mbert,67.1429,0.637,0.671,0.188,0.4771,CEB,CEB,mBERT Embdng,CEB | mBERT Embdng,0.62
2,mono_cebuano,tagalog_test,all,47.1698,0.449,0.472,0.285,0.1819,CEB,TGL,ALL (mBERT),TGL | ALL (mBERT),0.39433333333333337
2,mono_cebuano,bikol_test,all,56.6667,0.603,0.567,0.207,0.35,CEB,BCL,ALL (mBERT),BCL | ALL (mBERT),0.5343333333333333
2,mono_cebuano,cebuano_test,all,70.0,0.672,0.7,0.169,0.525,CEB,CEB,ALL (mBERT),CEB | ALL (mBERT),0.655
2,mono_cebuano,tagalog_test,xlmr,52.8302,0.525,0.528,0.257,0.2716,CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.501
2,mono_cebuano,bikol_test,xlmr,56.6667,0.612,0.567,0.22,0.3299,CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.5253333333333333
2,mono_cebuano,cebuano_test,xlmr,75.7143,0.75,0.757,0.15,0.6079,CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.722
2,mono_cebuano,tagalog_test,all_xlmr,54.717,0.544,0.547,0.245,0.3011,CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.5183333333333334
2,mono_cebuano,bikol_test,all_xlmr,56.6667,0.625,0.567,0.195,0.3532,CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.5416666666666666
2,mono_cebuano,cebuano_test,all_xlmr,75.7143,0.758,0.757,0.151,0.6071,CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.722
2,bi_bikol_tagalog,tagalog_test,mbert,56.6038,0.588,0.566,0.236,0.335,TGL+BCL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.5553333333333333
2,bi_bikol_tagalog,bikol_test,mbert,60.0,0.697,0.6,0.16,0.4,TGL+BCL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.5523333333333333
2,bi_bikol_tagalog,cebuano_test,mbert,60.0,0.589,0.6,0.223,0.3669,TGL+BCL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.566
2,bi_bikol_tagalog,tagalog_test,all,58.4906,0.666,0.585,0.227,0.3666,TGL+BCL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.5833333333333334
2,bi_bikol_tagalog,bikol_test,all,60.0,0.697,0.6,0.16,0.4,TGL+BCL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.5523333333333333
2,bi_bikol_tagalog,cebuano_test,all,58.5714,0.588,0.586,0.246,0.3396,TGL+BCL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.5636666666666666
2,bi_bikol_tagalog,tagalog_test,xlmr,64.1509,0.652,0.642,0.176,0.4586,TGL+BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.6313333333333334
2,bi_bikol_tagalog,bikol_test,xlmr,66.6667,0.704,0.667,0.159,0.4792,TGL+BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.6266666666666667
2,bi_bikol_tagalog,cebuano_test,xlmr,55.7143,0.537,0.557,0.258,0.3018,TGL+BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.5243333333333333
2,bi_bikol_tagalog,tagalog_test,all_xlmr,56.6038,0.644,0.566,0.202,0.3577,TGL+BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.5313333333333333
2,bi_bikol_tagalog,bikol_test,all_xlmr,63.3333,0.684,0.633,0.166,0.433,TGL+BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.5903333333333334
2,bi_bikol_tagalog,cebuano_test,all_xlmr,55.7143,0.546,0.557,0.235,0.3118,TGL+BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.521
2,bi_cebuano_bikol,tagalog_test,mbert,43.3962,0.632,0.434,0.282,0.1502,BCL+CEB,TGL,mBERT Embdng,TGL | mBERT Embdng,0.34933333333333333
2,bi_cebuano_bikol,bikol_test,mbert,73.3333,0.763,0.733,0.194,0.5531,BCL+CEB,BCL,mBERT Embdng,BCL | mBERT Embdng,0.6933333333333334
2,bi_cebuano_bikol,cebuano_test,mbert,71.4286,0.693,0.714,0.18,0.5405,BCL+CEB,CEB,mBERT Embdng,CEB | mBERT Embdng,0.6766666666666667
2,bi_cebuano_bikol,tagalog_test,all,43.3962,0.632,0.434,0.282,0.1502,BCL+CEB,TGL,ALL (mBERT),TGL | ALL (mBERT),0.34933333333333333
2,bi_cebuano_bikol,bikol_test,all,80.0,0.824,0.8,0.155,0.661,BCL+CEB,BCL,ALL (mBERT),BCL | ALL (mBERT),0.7426666666666666
2,bi_cebuano_bikol,cebuano_test,all,72.8571,0.701,0.729,0.174,0.5621,BCL+CEB,CEB,ALL (mBERT),CEB | ALL (mBERT),0.6806666666666666
2,bi_cebuano_bikol,tagalog_test,xlmr,49.0566,0.547,0.491,0.241,0.2364,BCL+CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.4543333333333333
2,bi_cebuano_bikol,bikol_test,xlmr,83.3333,0.877,0.833,0.146,0.7175,BCL+CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.8133333333333334
2,bi_cebuano_bikol,cebuano_test,xlmr,75.7143,0.749,0.757,0.148,0.6115,BCL+CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.7226666666666667
2,bi_cebuano_bikol,tagalog_test,all_xlmr,49.0566,0.545,0.491,0.245,0.2343,BCL+CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.4526666666666667
2,bi_cebuano_bikol,bikol_test,all_xlmr,80.0,0.829,0.8,0.153,0.6667,BCL+CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.774
2,bi_cebuano_bikol,cebuano_test,all_xlmr,74.2857,0.734,0.743,0.155,0.5917,BCL+CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.7226666666666667
2,bi_tagalog_cebuano,tagalog_test,mbert,41.5094,0.7,0.415,0.221,0.1801,CEB+TGL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.38766666666666666
2,bi_tagalog_cebuano,bikol_test,mbert,60.0,0.612,0.6,0.308,0.322,CEB+TGL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.5760000000000001
2,bi_tagalog_cebuano,cebuano_test,mbert,70.0,0.693,0.7,0.206,0.5039,CEB+TGL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.634
2,bi_tagalog_cebuano,tagalog_test,all,43.3962,0.714,0.434,0.215,0.2046,CEB+TGL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.4083333333333334
2,bi_tagalog_cebuano,bikol_test,all,66.6667,0.709,0.667,0.272,0.4318,CEB+TGL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.6706666666666666
2,bi_tagalog_cebuano,cebuano_test,all,71.4286,0.696,0.714,0.185,0.533,CEB+TGL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.6403333333333333
2,bi_tagalog_cebuano,tagalog_test,xlmr,43.3962,0.653,0.434,0.237,0.1908,CEB+TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.393
2,bi_tagalog_cebuano,bikol_test,xlmr,60.0,0.577,0.6,0.226,0.3478,CEB+TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.4523333333333333
2,bi_tagalog_cebuano,cebuano_test,xlmr,72.8571,0.726,0.729,0.187,0.5544,CEB+TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.6596666666666667
2,bi_tagalog_cebuano,tagalog_test,all_xlmr,43.3962,0.66,0.434,0.233,0.1929,CEB+TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.39399999999999996
2,bi_tagalog_cebuano,bikol_test,all_xlmr,56.6667,0.599,0.567,0.245,0.3085,CEB+TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.4873333333333334
2,bi_tagalog_cebuano,cebuano_test,all_xlmr,72.8571,0.746,0.729,0.194,0.5529,CEB+TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.6506666666666666
2,all_languages,tagalog_test,mbert,62.2642,0.626,0.623,0.209,0.4157,ALL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.5913333333333334
2,all_languages,bikol_test,mbert,70.0,0.776,0.7,0.118,0.5477,ALL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.676
2,all_languages,cebuano_test,mbert,68.5714,0.717,0.686,0.166,0.5064,ALL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.6706666666666666
2,all_languages,tagalog_test,all,64.1509,0.66,0.642,0.2,0.4461,ALL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.621
2,all_languages,bikol_test,all,63.3333,0.804,0.633,0.141,0.4527,ALL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.564
2,all_languages,cebuano_test,all,67.1429,0.709,0.671,0.171,0.4835,ALL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.6513333333333334
2,all_languages,tagalog_test,xlmr,49.0566,0.422,0.491,0.301,0.1892,ALL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.36533333333333334
2,all_languages,bikol_test,xlmr,43.3333,0.615,0.433,0.193,0.1943,ALL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.40399999999999997
2,all_languages,cebuano_test,xlmr,77.1429,0.825,0.771,0.096,0.6522,ALL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.7736666666666666
2,all_languages,tagalog_test,all_xlmr,49.0566,0.422,0.491,0.301,0.1892,ALL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.36533333333333334
2,all_languages,bikol_test,all_xlmr,50.0,0.788,0.5,0.145,0.2958,ALL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.46399999999999997
2,all_languages,cebuano_test,all_xlmr,75.7143,0.819,0.757,0.102,0.6319,ALL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.7623333333333333
3,mono_tagalog,tagalog_test,mbert,33.9623,0.351,0.34,0.354,-0.0032,TGL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.34800000000000003
3,mono_tagalog,bikol_test,mbert,33.3333,0.188,0.333,0.434,-0.1132,TGL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.18533333333333335
3,mono_tagalog,cebuano_test,mbert,45.7143,0.445,0.457,0.311,0.1417,TGL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.4203333333333333
3,mono_tagalog,tagalog_test,all,37.7358,0.4,0.377,0.332,0.0536,TGL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.38766666666666666
3,mono_tagalog,bikol_test,all,33.3333,0.188,0.333,0.434,-0.1132,TGL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.18533333333333335
3,mono_tagalog,cebuano_test,all,45.7143,0.443,0.457,0.31,0.1425,TGL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.418
3,mono_tagalog,tagalog_test,xlmr,52.8302,0.531,0.528,0.248,0.283,TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.5276666666666666
3,mono_tagalog,bikol_test,xlmr,40.0,0.339,0.4,0.375,0.0146,TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.3
3,mono_tagalog,cebuano_test,xlmr,42.8571,0.439,0.429,0.266,0.1505,TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.3833333333333333
3,mono_tagalog,tagalog_test,all_xlmr,54.717,0.555,0.547,0.232,0.3143,TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.544
3,mono_tagalog,bikol_test,all_xlmr,53.3333,0.501,0.533,0.298,0.2322,TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.44366666666666665
3,mono_tagalog,cebuano_test,all_xlmr,32.8571,0.334,0.329,0.341,-0.0098,TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.2996666666666667
3,mono_bikol,tagalog_test,mbert,35.8491,0.0,0.358,0.296,0.057,BCL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.2876666666666667
3,mono_bikol,bikol_test,mbert,70.0,0.0,0.7,0.192,0.5037,BCL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.5183333333333334
3,mono_bikol,cebuano_test,mbert,55.7143,0.602,0.557,0.187,0.3434,BCL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.49866666666666665
3,mono_bikol,tagalog_test,all,37.7358,0.0,0.377,0.303,0.0731,BCL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.29933333333333334
3,mono_bikol,bikol_test,all,76.6667,0.0,0.767,0.154,0.6111,BCL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.5676666666666667
3,mono_bikol,cebuano_test,all,60.0,0.582,0.6,0.192,0.3911,BCL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.537
3,mono_bikol,tagalog_test,xlmr,26.4151,0.0,0.264,0.264,0.0,BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.13933333333333334
3,mono_bikol,bikol_test,xlmr,70.0,0.714,0.7,0.158,0.5246,BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.6416666666666666
3,mono_bikol,cebuano_test,xlmr,61.4286,0.63,0.614,0.247,0.376,BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.5203333333333333
3,mono_bikol,tagalog_test,all_xlmr,30.1887,0.0,0.302,0.26,0.0401,BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.20366666666666666
3,mono_bikol,bikol_test,all_xlmr,73.3333,0.798,0.733,0.167,0.5644,BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.624
3,mono_bikol,cebuano_test,all_xlmr,62.8571,0.638,0.629,0.251,0.3927,BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.5336666666666666
3,mono_cebuano,tagalog_test,mbert,39.6226,0.432,0.396,0.336,0.0588,CEB,TGL,mBERT Embdng,TGL | mBERT Embdng,0.3216666666666667
3,mono_cebuano,bikol_test,mbert,60.0,0.637,0.6,0.178,0.3939,CEB,BCL,mBERT Embdng,BCL | mBERT Embdng,0.5523333333333333
3,mono_cebuano,cebuano_test,mbert,68.5714,0.659,0.686,0.174,0.4998,CEB,CEB,mBERT Embdng,CEB | mBERT Embdng,0.632
3,mono_cebuano,tagalog_test,all,39.6226,0.432,0.396,0.336,0.0588,CEB,TGL,ALL (mBERT),TGL | ALL (mBERT),0.3216666666666667
3,mono_cebuano,bikol_test,all,60.0,0.744,0.6,0.144,0.4175,CEB,BCL,ALL (mBERT),BCL | ALL (mBERT),0.5906666666666667
3,mono_cebuano,cebuano_test,all,67.1429,0.637,0.671,0.187,0.4749,CEB,CEB,ALL (mBERT),CEB | ALL (mBERT),0.611
3,mono_cebuano,tagalog_test,xlmr,49.0566,0.647,0.491,0.281,0.2133,CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.4446666666666667
3,mono_cebuano,bikol_test,xlmr,43.3333,0.645,0.433,0.295,0.1327,CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.318
3,mono_cebuano,cebuano_test,xlmr,67.1429,0.666,0.671,0.167,0.4821,CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.631
3,mono_cebuano,tagalog_test,all_xlmr,47.1698,0.482,0.472,0.289,0.1837,CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.42766666666666664
3,mono_cebuano,bikol_test,all_xlmr,43.3333,0.657,0.433,0.273,0.1542,CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.35233333333333333
3,mono_cebuano,cebuano_test,all_xlmr,65.7143,0.656,0.657,0.189,0.4563,CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.6273333333333334
3,bi_bikol_tagalog,tagalog_test,mbert,45.283,0.455,0.453,0.293,0.1651,TGL+BCL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.4533333333333333
3,bi_bikol_tagalog,bikol_test,mbert,60.0,0.635,0.6,0.216,0.3651,TGL+BCL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.5233333333333333
3,bi_bikol_tagalog,cebuano_test,mbert,50.0,0.568,0.5,0.195,0.2764,TGL+BCL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.457
3,bi_bikol_tagalog,tagalog_test,all,47.1698,0.464,0.472,0.283,0.2,TGL+BCL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.48
3,bi_bikol_tagalog,bikol_test,all,66.6667,0.648,0.667,0.183,0.4652,TGL+BCL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.5713333333333334
3,bi_bikol_tagalog,cebuano_test,all,54.2857,0.607,0.543,0.182,0.3335,TGL+BCL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.5143333333333333
3,bi_bikol_tagalog,tagalog_test,xlmr,60.3774,0.643,0.604,0.218,0.3905,TGL+BCL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.5936666666666667
3,bi_bikol_tagalog,bikol_test,xlmr,60.0,0.575,0.6,0.2,0.3662,TGL+BCL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.48066666666666663
3,bi_bikol_tagalog,cebuano_test,xlmr,48.5714,0.47,0.486,0.247,0.2317,TGL+BCL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.43333333333333335
3,bi_bikol_tagalog,tagalog_test,all_xlmr,62.2642,0.687,0.623,0.211,0.4198,TGL+BCL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.6256666666666667
3,bi_bikol_tagalog,bikol_test,all_xlmr,60.0,0.575,0.6,0.2,0.3662,TGL+BCL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.48066666666666663
3,bi_bikol_tagalog,cebuano_test,all_xlmr,47.1429,0.458,0.471,0.253,0.2135,TGL+BCL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.42333333333333334
3,bi_cebuano_bikol,tagalog_test,mbert,43.3962,0.455,0.434,0.318,0.123,BCL+CEB,TGL,mBERT Embdng,TGL | mBERT Embdng,0.426
3,bi_cebuano_bikol,bikol_test,mbert,70.0,0.73,0.7,0.136,0.5385,BCL+CEB,BCL,mBERT Embdng,BCL | mBERT Embdng,0.665
3,bi_cebuano_bikol,cebuano_test,mbert,65.7143,0.68,0.657,0.167,0.4675,BCL+CEB,CEB,mBERT Embdng,CEB | mBERT Embdng,0.636
3,bi_cebuano_bikol,tagalog_test,all,41.5094,0.406,0.415,0.315,0.1002,BCL+CEB,TGL,ALL (mBERT),TGL | ALL (mBERT),0.39199999999999996
3,bi_cebuano_bikol,bikol_test,all,73.3333,0.733,0.733,0.134,0.5819,BCL+CEB,BCL,ALL (mBERT),BCL | ALL (mBERT),0.691
3,bi_cebuano_bikol,cebuano_test,all,64.2857,0.683,0.643,0.173,0.4493,BCL+CEB,CEB,ALL (mBERT),CEB | ALL (mBERT),0.633
3,bi_cebuano_bikol,tagalog_test,xlmr,45.283,0.533,0.453,0.32,0.1399,BCL+CEB,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.4063333333333334
3,bi_cebuano_bikol,bikol_test,xlmr,60.0,0.663,0.6,0.227,0.364,BCL+CEB,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.5126666666666666
3,bi_cebuano_bikol,cebuano_test,xlmr,72.8571,0.729,0.729,0.146,0.5762,BCL+CEB,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.7166666666666668
3,bi_cebuano_bikol,tagalog_test,all_xlmr,50.9434,0.72,0.509,0.293,0.225,BCL+CEB,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.44799999999999995
3,bi_cebuano_bikol,bikol_test,all_xlmr,60.0,0.663,0.6,0.227,0.364,BCL+CEB,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.5126666666666666
3,bi_cebuano_bikol,cebuano_test,all_xlmr,70.0,0.715,0.7,0.141,0.5377,BCL+CEB,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.684
3,bi_tagalog_cebuano,tagalog_test,mbert,45.283,0.556,0.453,0.232,0.2106,CEB+TGL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.43733333333333335
3,bi_tagalog_cebuano,bikol_test,mbert,46.6667,0.575,0.467,0.212,0.2246,CEB+TGL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.4623333333333333
3,bi_tagalog_cebuano,cebuano_test,mbert,67.1429,0.619,0.671,0.208,0.4606,CEB+TGL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.5733333333333334
3,bi_tagalog_cebuano,tagalog_test,all,43.3962,0.559,0.434,0.244,0.1825,CEB+TGL,TGL,ALL (mBERT),TGL | ALL (mBERT),0.4083333333333334
3,bi_tagalog_cebuano,bikol_test,all,60.0,0.679,0.6,0.161,0.402,CEB+TGL,BCL,ALL (mBERT),BCL | ALL (mBERT),0.5793333333333334
3,bi_tagalog_cebuano,cebuano_test,all,68.5714,0.648,0.686,0.203,0.4836,CEB+TGL,CEB,ALL (mBERT),CEB | ALL (mBERT),0.601
3,bi_tagalog_cebuano,tagalog_test,xlmr,33.9623,0.369,0.34,0.265,0.0744,CEB+TGL,TGL,XLM-R Embdng,TGL | XLM-R Embdng,0.282
3,bi_tagalog_cebuano,bikol_test,xlmr,50.0,0.464,0.5,0.275,0.2091,CEB+TGL,BCL,XLM-R Embdng,BCL | XLM-R Embdng,0.381
3,bi_tagalog_cebuano,cebuano_test,xlmr,67.1429,0.637,0.671,0.204,0.466,CEB+TGL,CEB,XLM-R Embdng,CEB | XLM-R Embdng,0.6136666666666667
3,bi_tagalog_cebuano,tagalog_test,all_xlmr,35.8491,0.397,0.358,0.26,0.0931,CEB+TGL,TGL,ALL (XLM-R),TGL | ALL (XLM-R),0.31333333333333335
3,bi_tagalog_cebuano,bikol_test,all_xlmr,53.3333,0.511,0.533,0.25,0.2644,CEB+TGL,BCL,ALL (XLM-R),BCL | ALL (XLM-R),0.4033333333333333
3,bi_tagalog_cebuano,cebuano_test,all_xlmr,67.1429,0.642,0.671,0.188,0.4711,CEB+TGL,CEB,ALL (XLM-R),CEB | ALL (XLM-R),0.611
3,all_languages,tagalog_test,mbert,49.0566,0.537,0.491,0.282,0.2103,ALL,TGL,mBERT Embdng,TGL | mBERT Embdng,0.456
3,all_languages,bikol_test,mbert,66.6667,0.694,0.667,0.151,0.4924,ALL,BCL,mBERT Embdng,BCL | mBERT Embdng,0.6443333333333333
3,all_languages,cebuano_test,mbert,62.8571,0.697,0.629,0.173,0.4309,ALL,CEB,mBERT Embdng,CEB | mBERT Embdng,0.6223333333333333
