level|flag|text
1|ok|Gusto ko san unat na buhok Gusto ko san kurong na buhok Gusto ko san ikog na kurikot Gusto ko san unat na ikog Gusto ko magsakat san hagdanan na paliko-liko Gusto ko san maayo na hagdanan kag agihan na waran lobak-lobak. Gusto ko san agihan na may patalibod-talibod kag kita an bukid. Gusto ko mag surat san mga linya na patindog. Permi ako naga surat san pasadi-sadi kag kurikot na linya. Gusto mu san pagkaon? Guru-gusto ko gayud san pagkaon! Unat o kurikot? Kurong man o unat an buhok, may sadiri kita na buhay! Basta parehas natun gusto!
1|ok|Lumpat! Lumpat! Lumpat! "Nisita , sayawon naton an sayaw san alibangbang." "Ginawagayway mo ba an imo kamot parehas sani?" hunga ni Nisita. Myentras an iba nagawagayway man san malumanay san inda kamot. Habo ni Nisita magsunod sa iya mga amiga. Mas gusto nya maglumpat na baga an alibangbang. Lumpat! Lumpat! Lumpat! Padayon gihapon sya bisan ginapaudong na sya san iya mga amiga. Padayon lang gihapon si Nisita na nagalumpat. "Nisita, sayawon naton an sayaw san rabbit." Makaiila na lugod ini. Kaya ni Nisita maglumpat kag magsayaw san dungan! Si Nisita na rabbit naglumpat. Lumpat! Lumpat! Lumpat! Padayon gihapon sya bisan ginapaudong na sya san iya mga amiga. Padayon gihapon si Nisita na naglumpat. "Nisita, hamos makanam kita san badminton!" Masadya an pagkanam san badminton! Kaya ni Nisita magwasiwas san raketa kag maglumpat sin dungan. Nagparalumpat lugod si Nisita imbes na paluon nya an shuttlecock. Nagparalumpat si Nisita hasta makaharayo sya sa inda kanamanan. "Nisita, maintra kita san karanam na sack race." Bagay gayud ini na kanam kan Nisita. Eksayted na si Nisita. "Preparar, pwesto... andam..." "Lumpaaaaaaat!" Nanggana si Nisita sa inda pagukod. An iya mga amiga naman kay nagaabang na sa punta para maglamano sa iya. Nagalumpat pahalapit sa inda si Nisita. Lumpat! Lumpat! Lumpat! An
1|ok|Mabisita kami kan Sam. Mabisita kami kan Sara. Mabisita kami kan Sak. Mabisita kami kan Bona. Mabisita kami kan Bok. Mabisita kami kan Beki. Mabisita kami kan Betty. Mabisita kami kan tiyo kag tiya. 1. Sin-o an una na ginbisita ninda Bam kag Tan? 2. Sin-o an urhi ninda na ginbisita? 3. Sa paghuna mo, nano kay ginbista ninda si Sam, Sak, Sara, Bok, Bona, Betty, Beki, tiyo kag tiya? 4. Nakabisita ka na ba sa iba na balay? Sin-o an kaupod mo?
1|ok|Walo na gangis Pito na alibangbang Unom na pato Lima na oter Upat na kabayo Tulo na baka Duwa na leon Usad na elepante
1|ok|An Pispis may duwa na batiis. An Talabong may duwa na batiis. An Baka may upat na batiis. An Elepante igwa man san upat na batiis. An Kuliglig may unom na batiis. An Aninipot man may unom na batiis. An Damang may walo na batiis. An Kugita man may walo na batiis. ..
1|ok|"Mas makusog ako sa imo," sabi ni Ido. "Dili, mas makusog ako sa imo," sabi ni Miya. Gindara san Miya an Ido sa tulay, "Kaya mo ba ine sakaton na puno san lobi?," sabi ni Miya. Naglingo-lingo an Ido. "Aram mo, dili ko kaya mag-sakat." "Kaya mo ba makig-laban?" sabi ni Miya. "Ayaw! Masyado ka dyutay para makig-laban," sabi ni Ido, "Kaya ko makig-laban tag kaya mo man mag-sakat," sabi ni Ido. "Parehas kita na duha makusog. Maglamanohan kita."
1|ok|Nagkadto si Ring-Ring sa karanaman. Nakita ni Ring-Ring si Bip-Bip. Nagkadto si Bip-Bip sa istasyon san tren. Nakita ni Bip-Bip si Chu-Chu. Nagkadto si Chu-Chu sa uma. Nakita ni Chu-Chu si Broom-Broom. Nagkadto si Broom-Broom sa parke. Nakita ni Broom-Broom si Tin-Tin. Urupod an lima na mag-aramigo pakadto sa parke.
1|ok|"Katahom san adlaw," sabi ni Iloy. "Pag-mata na Nicholas." "Hello adlaw," sabi ni Nicholas. "Maayo na adlaw mga sapat." "Maganda an adlaw," sabi ni Ama. "Ma-piknik kita sa suba." "Pwede mag-upod an kaamigo ko na si Jacob?" hunga ni Nicholas. "Ayaw ako kalimoti. Mahilig man ako sa piknik!" sabi ni Donkey. "Ako man. Gusto ko man mag-upod!" sabi ni Ido. "Sunodon niyo kami," sabi san mga sapat. "Paunahan kita sidto na puno," sabi ni Nicholas. "Gana ako, gana ako," sabi ni Donkey. "Kadaya," sabi ni Nicholas. "May upat ka na tiil." "Kita-a an kaya ko himoon," sabi ni Nicholas. "Pusta ko dili mo ini kaya," sabi ni Jacob. "Adi an pwesto san aton piknik," sabi ni Ama. "Pa-unahan sa tubig!" sabi ni Jacob. "Kadi na kag kaon, mga lalaki kag mga babayi," sabi ni Mama. "Oras na para mag-uli," sabi ni Iloy. "Paaram na kan Jacob,"
1|ok|Simo an pangaran ko. Igwa ako san upat na amigo. An inda mga pangaran, Zizo, Lele, Sisa, kag Ayanda. Mahilig magkanam san soccer an amigo ko na si Zizo. Mahilig man maglangoy an amiga ko na si Lele. Mahilig magkanam san piyong-piyungan an amigo ko na si Sisa. Mahilig magbasa san libro an akon amiga na si Ayanda. Ako? Hilig ko man himuon an mga hilig ninda. Nakikanam ako san soccer kan Zizo. Nagalangoy kami ni Lele. Nagapiyong-piyungan kami ni Sisa. Kadi na, amigo, nano an imo gusto? Kadi na! Makanam kita san soccer. Kadi na, upod na sa amon maglangoy. Kadi na, entra na sa amon piyong-piyungan. Kadi na, mabasa kita san libro!
1|ok|Michael Mape and Michael John Balay Amo ini an balay sa bundok. Ini an balay sa baybayon. Ini an balay sa higad san suba. Ini an balay sa lungsod. Ini na balay nasa tubi. Ini an balay sa taas san puno. Nano an ginahimo naton sa balay? Nagaturog kita sa balay. Nagakaon kita sa balay. Nagapahuway kita sa balay. Nagabasa kita sa balay. Nagatrabaho kita sa balay. Nagakanam kita sa balay. Balay san mga Hayop An akon balay nasa puno. Nakikita mo ba ako? An balay ko ay nasa hardin. Nakikita mo ba ako? An amon balay ay nasa dagat. Sin-o an nakikita mo? An balay ko ay nasa akon. Nakikita kita! Mga Hunga sa Pagsabot 1. Nano an itsura san tradisyonal na balay sa kabundukan? 2. Nano kay an mga balay sa baybayon ginahimo sa poste? 3. Nano an materyales an ginagamit sa paghimo san balay sa lungsod? 4. Nano an materyales an ginagamit sa paghimo san balay sa puno? 5. Paano nakahimo an mga tao san balay sa tubig? 6. Sa diin na balay mo gusto mag-istar? Kay nano? 7. Nano-nano an ginahimo naton sa balay? 8. Nano ang gusto mo himuon sa balay? 9. Nano-nano na balay san hayop an makikita naton sa ritrato? 10 .Nano kay nakatago an mga balay san iba na hayop?
1|ok|Tona na para mag-tanom san humay. Naga-gamit si Papa san pang-bukad sa duta para sa iya ita-tanom. Nag-gamit si Papa san kalkag para magbungkal san duta sa humayan. Gina-gamitan man ni Papa san pang-bukad para sa duta kag magka-igwa ine san luho na kun diin didto niya itatanom an dinghot san humay. An iya magurang naga-gamit san pala para makuha an duta. Ang magurang niya na babayi naga-gamit man san pang-hukay sa duta para magka-igwa san tanda kun diin didto ibubutang an itatanom na dinghot san palay. Si Mama naman naga-gamit san pang-utod san dinghot san humay. Ginagamit man ni Mama an sundang para magturumpong an dinghot san humay. Tanan na nagabulig pagkuha san humay ginagamitan ninda ine san matarom na bagay para mautod ang dinghot na kun diin didto nagatubo an pasi na magiging bugas. Children need books with characters, themes, and settings that reflect and affirm their lives and provide opportunities to explore the world.
1|ok|May nakita ako na asul na alibangbang naga lupad paharayo May nakita akon dulaw na bubuyog naga inom san tsa-a sa tasa May nakita akon pula na isda sa plato. May nakita akon berde na paka na nakinam sa tutoy. May nakita akon kahel na pato ginamaw-otan akon swerte. Nakakita ako san burak na violet naga sayaw kag san ulod. Nakakita ako san abuhon kag itom na miya naga sul-ot san kahel na kalo. Nakakita ako san abuhon kag bulaw na yatot naga tago sa kulay rosas na balay. Nakakita ako san pula kag itom na garong na naka sul-ot san medyas na lila Nakakita ako san berde na duron naga basa san itom kag puti na dyaryo. Nakakita ako san itom kag lila na kanding naga bugsay san pula na baroto. Nakakita ako san berde kag bulaw nga buwaya na naga tawa sa akon. Nakakita akon itom kag asul na sawa naga kaon san gin pihak na keyk. Nakakita ako san pula kag dulaw na dumaraga naga surat Nakakita ako san itom kag kahel na tigre naka tindog sa tubig. Nakikita san duha ko na itom na mata an tanan na kolor myentras nagalupad sinda.
1|ok|Priyanka Ajanta Guhathakurta Naiila si Oso san mga kulay. Yana, an iya talinga kay dulaw na. Yana, an iya tiyan kay kakulay na san kahoy. Yana, an iya baba kay pula. Yana, an iya mga kamot kay kakulay na san langit. Yana, an iya likod kay kakulay san mga dinghot. Yana, an iya mga paa kay kulay rosas. Yana, si Oso kay makulay. Hala! Hain na nakadto an iya mga kulay?
1|ok|Maayo na aga. Maayo na aga. Maayo na aga. Maayo na aga. Maayo na hapon. Maayo na hapon. Maayo na hapon. Maayo na hapon. Maayo na gab-i. Mga Hunga sa Pagsabot 1. Nano an mga ginahimo mo sa aga? 2. Nano an nakikita mo kun aga? 3. Nano an ginasabi mo para bation sinda? 4. Nano an mga ginahimo mo sa hapon? 5. Nano an nakikita mo kun hapon? 6. Nano an ginasabi mo sa inda pag hapon? 7. Nano an ginahimo mo pag gab-i? 8. Sin-o an mga tawo na nakikita mo kun gab-i? 9. Nano an ginasabi mo pag maturog ka na kun gab-i? 10 .May naisip ka pa ba na iba na ginasabi mo sa mga tawo agod bation sinda? Hirimuon Magdrowing san imo ginahimo pag: > aga > hapon > gab-i An
1|ok|"Nadakop man kita!" sabi ni Paka. "Malas mo lang!" sabat ni Buyog. "Kay nano?" hunga ni Paka. "Magkita ka sa likod mo," sabat ni Buyog. "Nadakop man kita!" sabi ni Sawa. "Malas mo lang," sabat ni Paka. "Kay nano?" hunga ni Sawa. "Magkita ka sa likod mo," sabat ni Paka. "Nadakop man kita!" sabi ni Monggus. "Malas mo lang," sabat ni Sawa. "Kay nano?" hunga ni Monggus. "Magkita ka sa likod mo," sabat ni Sawa. "Nadakop man kita!" sabi ni Agila. "Paka, buhian mo ako kag masasalbar an tanan!" siyak ni Buyog. Binuhian ni Paka si Buyog. Naglupad pataas si Buyog kag kinagat san grabe si Agila sa liog. Binuhian ni Agila si Monggus. Binuhian man ni Monggus si Sawa. Binuhian man ni Sawa si Paka. KER-ISPLASSHHH! Tanan sinda nagsiyak, "Salamat, Buyog!" Kag napaisip si Buwaya, "Nadakop ta man kita..."
1|ok|Amu ini si Baka. Nagakaon san dinghot an baka. Amu ini si Manok. Nagakaon san mais an Manok. Amu ini si Kabayo. Nagakaon sin dahon san saging si Kabayo. Amu ini si Elepante. Amu ini si Elepante. Amu ini si Leon Hilaw na karne an ginakaon san leon. Nabubuhay sinda tanan sa pagkaon. Pero si Leon iba an ginakaon. Karne an ginakaon ni Leon habang an iba na hayop tanom an ginakaon. Mapabaka, manok, kabayo, elepante o leon kay nagakaon. An tanan nagakaon.
1|ok|An baso kaya magligid. An botelya kaya man magligid. An tinidor, dili kaya magligid. An bola san football kaya magligid. An bola san takraw kaya man magligid. An raketa, dili kaya magligid. An bunga san bayabas kaya magligid. An bunga san atis kaya man magligid. An saging, dili kaya magligid. An tubo, kaya magligid. An timba kaya man magligid. An silhig, dili kaya magligid. An kamatis, kaya magligid. An singkamas, kaya man magligid. An ugat san luy-a na dulaw dili pwede kaligid. Sa maabot na mga adlaw kaya man naton magligid. Gusto man namon magligid. . .
1|ok|Mapakain kaya si Dina? Ginahanap niya si Dara. Mapakain kaya si Dara? Ginahanap ni Dara an iya baka. Mapakain kayta an baka? Ginasundan san baka an sapat. Mapakain kaya an sapat? Ginasundan san sapat an ido. Mapakain kaya an ido? Ginasundan san ido an sawa. Mapakain kaya an sawa? Ginagukudan san sawa an paka. Mapakain kaya an paka? Naglumpat an paka pabukid. Mapakain kaya sinda tanan? Makadto sinda tanan sa bukid. . . . .
1|ok|An pato nakalangoy, pero dili nakalumpat. An paka nakalumpat, pero dili nakalupad. An alibangbang nakalupad, pero dili nakadalagan. An kabayo nakadalagan pero dili nakapadarus-os. An sawa nakapadarus-os pero dili nakalakat. An manok nakalakat, pero dili nakakapang. An bag-o na anak na bata nakakapang, pero dili pa nakalangoy. Sinda tanan kaya maglangoy, maglumpat, maglupad, magdalagan, magparapadarus-oss maglakat
1|ok|Nagtanum si Boyet sin pisog san mongo san lain na semana, pero wara ini nagturok. Kaya, ginhunga niya iya magurang na si Lina bahin sani. Sabat ni Lina, "Di ko man aram ksg di ako sigurado, hamos, hungaun ta lugod si Lolo." "Lolo, gintanum ko ini na pisog san mongo san lain pa na semana, pero di ko aram kay nano dili ini magturok." An sabat ni Lolo, " An mga tanum, kinahanglan may duta, tubig, abuno, kag sirak san adlaw." Nagtanum otro sinda Boyet kag Lina san mga pisog san mongo kag ginsunod ninda an mga sinabi sa inda san inda Lolo. Gintanum ni Boyet an iya pisog sa idarum san puno kag sa may sirak naman san adlaw an tinanum ni Lina. Pagligad san isad ka semana, an tinanum ni Lina nagturok sin matahum kag mahimsog. Sa pagkangawa ni Boyet, ginhunga naman niya si Lolo niya, "Lolo, nano kay dili nagturok an akon pisog san mongo?" "Oh! An mga pananum kinahanglan an duta, abuno, tubig, kag tama la na sirak san adlaw para maayo an inda tubo kag pagdako," sabat ni Lolo. Napakusog san pag istorya si Boyet, "Oh, akon na yana naintindihan! An akon gali pisog wara magturok kay wara sia mainitan san adlaw."
1|ok|Amo ini an akon Manay Risa. Kaya nya himuon an maski nano. Kaya man nya magsakbat! Gusto ko magin kapareho ni Manay Risa. Kaya nya himuon an maski nano. Kaya nya magpalupad san urueroplano. Gusto ko mas hitaas an pagpalupad san urueroplano. Hala! Maisog an akon Manay Risa. Dili sya nahahadlok sa maisog na ido. Aguy! Wara nakita ni Manay Risa an buho. Maski nano pa ina, kaya-kaya ni Manay Risa himuon an tanan. Maski nalibho na sya sa buho, wara sya nagtangis. Hala! Nasira an iya urueroplano. Dili ka mahandal. Sabi ni Manay Risa kaya nya ayuhon an urueroplano. Wara pa si Mamay sa balay. Pero ayos lang. Sabi ni Manay Risa kaya nya magluto san espesyal na sinanlag. Kaya ko man himuon an maski nano. Kaya ko ayuhon an urueroplano. Hmmm! Hain daw an pampilit? Basi aram ni Manay Risa kun hain idto. Anay, nagatangis ba si Manay Risa? Nano kay nagatangis sya? Mamundo ba sya?Nasakitan ba sya? Kaya ni Manay Risa magsakbat sa puno. Wara sya nahadlok sa mga maisog na ido. Wara man sya nagtangis san natumba sya. Pero nano kay nagatangis si Manay Risa sugad? Mamundo ba sya ? Anay, nano ini na bagay? Nano kay nagatangis man ako sugad? Ah! An sibulyas an rason kun nano kay nagatangis kami. Manamit an sinanlag ni Manay Risa maski nagtangis sya. Kaya nya himuon an maski nano. Pakatapos san pangalasdose, sabay namon gin-ayo an urueroplano. 2019, An Foundation san Asia. An mga barasahon na basi san pagkakalunsad ng book creation project kag nagahatag san pagkilala sa mga kababaihan na nagapanguna na tawuhan san mga istorya sani. Naging kaparte man san pagasurat, pagdrowing, pag-edit kag pagadesinyos
1|ok|Si tatay nagaluto san ginataan. "Huh! hain daw nagkadto ang bakayan san lubi"? Gusto ni Aapa mag kulay san langit. "Oh! hain man nagkadto an akon pangkulay na blue"? kokompletuhon ni Ammi an pa ekis na puzzle. "Huh! Hain man nagkadto ang dyaryo ko"? An dagom ni Papa gahiwag na bagan magic sa bayo. "Oh! Hain man nagkadto an mga butones?" "Kapuyo san balay," sabi ni Tatay. "May ginahimo naman siguru si Ameena". "Hain si Ameena? Nakita mo si Ameena?" hunga san iya Mama. "May ginahimo naman siguro si Ameena," an sabat san iya Papa. "Nagahimo ako san Alien !" ta'wa ni Ameena. "Oh! Amo gali ina an ginahimo ni Ameena!" sabi san iya Papa.
1|ok|Apiki na an tuna san klase! Nagkadto si Sophy sa tindahan san mga libro. Nagbakal si Sophy san lima na libro sa pagasurat. Nagbakal si Sophy san upat na libro sa pagabasa Nagbakal si Sophy san tulo na asul na panurat. Nagbakal si Sophy san duwa na karton san tsok. Nagbakal si Sophy san usad na bag. Preparado na si Sophy san tuna san klase!
1|ok|Yay! Oras na san pagkarigo kan Chuchay kag Mimay, yana, nagkanta si Mama san bag-o na tono para kan Chuchay kag Mimay La la la la... Oras na san pagrigo kan Chuchay kag Mimay, Gin-tanggal ni Mama an mga buring ninda Chuchay kag Mimay Kus-kos, kus-kos, kus-kos... Oras na san pagkarigo ninda Chuchay kag Mimay, mabura na sabon kag kalipay para kan Chuchay kag Mimay Tup! Tup! Tup! Oras na san pagkarigo kan Chuchay kag Mimay, Nag-dalagan si Mama para dakupon an masutil na si Chuchay kag Mimay Ha ha ha ha .... Tapos na an oras san pagkarigo kanda Chuchay kag Mimay, Gin-gakos ni Mama an malinis-linis na si Chuchay kag Mimay Mmmmm.... Tapos na an oras san pagkarigo kanda Chuchay kag Mimay, pero malisud an pagsul-ot san pajama para kan Chuchay kag Mimay Oo oo aaa... Tapos na an oras san pagkarigo kanda Chuchay kag Mimay, Yay! Oras na san pagkaon ninda Chuchay kag Mimay Yam yam yam... Tapos na an oras san pagkaon ninda Chuchay kag Mimay, si Papa kag si Mama kay nagahulat para mag-harok kanda Chuchay kag Mimay Mwa, Mwa, Mwa... Tapos na an oras san pag-kanam ninda Chuchay kag Mimay, Matahom na panamgo kag pagturog para kan Chuchay kag Mimay Zzzzz...
1|ok|Usad na elepante makadto kag mainum san tubig. Duha na giraffes makadto kag mainum tubig. An tulo na buffalo kag an upat na sapat makadto kag mainum tubig. Lima na usa kag unom na baboy ramo makadto kag mainum tubig. Pito na zebras nagdalagan pakadto sa tubig. Walo na paka kag siyam na isda nagalangoy-langoy sa tubig. Usad na Lion nagribok. Gusto nya mag-inom. Sino an hadlok sa Lion? Usad na elepante an naga-inom kaupod an Lion.
1|ok|Pag Lunes, ginabuligan ko si Mama. Pag Martes, ginabuligan ako ni Mama. Pag Miyerkules, ginabuligan ko si Papa. Pag Huwebes, ginabuligan ako ni Papa. Pag Biyernes, ginabuligan ko si Bubu. Kag ginabuligan ako ni Bubu. Mga Hunga san Naaraman 1. Nano an ginhimo san babayi para mabuligan si Mama? 2. Paano nabuligan ni Mamay an babayi? 3. Nano an ginahimo mo para mabuligan an imo iloy? 4. Nano an ginhimo san babayi para mabuligan si Papa? 5. Pan-o nabuligan ni Papay an babayi? 6. Sa diin nagpakadto an babayi kaupod si Bubu? 7. Nano an iya ginhimo para mabuligan si Bubu? 8. Nano kay ginbaklan ni Bubu san ice cream an babayi? 9. Nano an mga bagay na ginahimo mo para mabuligan an imo Bubu? 10 .Nano an mga bagay na ginahimo san imo pamilya para mabuligan ka? Aktibidades Idrowing an ritrato mo na nagabulig sa imo pamilya. An
1|ok|Magmanghud si King kag Karla. Si King kag Karla naga-istoryahan san pagbulig sa inda iloy sa kadaadlaw. Sa una na adlaw, Nagbahug san manok si King kag Karla. Sa panduha kaadlaw, nagsilhig si King kag Karla sa inda balay. Sa pantulo kaadlaw, naglaba si King kag Karla san bado san inda iloy. Sa pan-upat kaadlaw, nagbulig si King kag Karla sa inda mama paghugas san plato. Sa panlima kaadalaw, naglinis si King kag Karla sa natagan. Sa pan-unom kaadlaw, nagbunyag san mga burak si King kag Karla. Sa panpito kaadalaw, nagbulig pagtipig san mga bado si King kag Karla sa inda iloy.
1|ok|Una na adlaw san klasehan. Nag preparar na an Gamay na Elepante. Nag-butang san bolpen an gamay na elepante sa iya hambag. Nag-butang san lapis sa iya hambag an Gamay na Elepante. ​Nag-butang san libro sa iya hambag an Gamay na Elepante. Nag-butang utro san libro sa iya hambag an Gamay na Elepante. In sul-ot san gamay na elepante ang iya hambag. Nag pa eskwelahan na ang gamay na Elepante. Nag-lakat na pasulod san eskwelahan an Gamay na Elepante. An iba na estudyante nag tarawa. "Mali an pag sul-ot san sapatos san gamay na Elepante!" sabi ninda. Nag-tago an Gamay na Elepante sa idalom san puno. In apikihan siya san Maestra. "Kita-a an imo sapatos kag san imo tiil," sabi san Maestra. "Amo ini an tama na sapatos". "Amo ini an wala na sapatos," sabi san Maestra. Nasa tama na tiil na an sapatos san Gamay na Elepante. Nag sulod na utro an Gamay na Elepante.
1|boilerplate_only|booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org
1|ok|"Mga amigo, makadto kita sa tanuman san mga burak," sabi ni alibang-bang. "Hala! Kadamon mga burak!" sabi san alibang-bang. "Maging makulay kita parehas ninda." "Ako kay blue" sabi san gangis. "Ako kay pula," sabi san tiw-tiw. "Ako kay dulaw," sabi san buyog. "Ginhalo ko an pula kag dulaw," sabi san bakukang. "Kaya nahimo na orange. Ako yana kay ​orange." "Ginhalo ko an blue kag dulaw," sabi san apan. "Kaya nahimo na ​green. Ako yana kay ​green. "Ginhalo ko an pula kag ​blue," sabi san alibang-bang. "Kaya nahimo na purple. Ako yana kay ​purple." "Gusto ko man maging makulay kaparehas san mga amigo ko," sabi san ulod. "Dili ina mahirap," sabi san buyog. "Bubuligan ka namon." "Hala! Pito an akon kulay," sabi san ulod. "Yehey! Tanan kita may mga matahom na kulay."
1|ok|Sa kauna-unahan na beses, si Bramas nanguha san mga utanon sa hardin. Nanguha sya san pula na kamatis, tarong kag mga okra. "Wow! Maayo! Bramas! sige pagkuha pa san mga patatas'' sabi san lola ni Bramas. Hinangad nya an mga puno, sinudip nya sa idalom san mga katanuman. Pero wara sya makit-an maski usad na patatas. ''Lola, an patatas dili pa po pwedi'' sabi ni Bramas kag ginbutang nya an basket na wara san sulod. ''Dili Bramas, damo-damo san patatas, hanapon mo lang san ma-ayo.'' sabi san iya lola. Bumalik si Bramas sa hardin utro. Kag sumunod sa iya si Alas. Naghanap si Bramas san patatas may nabati sya na usig ni Alas. ''Aw! Aw!'' ''Alas! Ukoy, Alas!'' siyak ni Bramas na nagsunod sa iya. ''Ayaw pagsisira-a an pananom'' Nakita ni Bramas na si Alas sige an hukay sa duta kag nakit-an nya an usad na dako na patatas na naglabas. "Wow! matibay ka Alas. Nakit-an mo kun hain an mga patatas!'' sabi ni Bramas na nagatinawa myentras gina-puno nya an basket san patatas.
1|ok|Meas Sovannara and Meas SovannaraI Nakikanam si Dodi san piyong-piyungan sa iya iloy. Nakakita siya sin pito na basket. Unom na plorera. Lima na bola san badminton. Upat na pantalon. Tulo na gamit pantugtog. Duwa na kamot. Usad na Iloy!
1|ok|Kitaa an puno. Itukdo ini na mga parte san puno. lawas ugat panit sanga gagmay na sanga dahon bunga Kinahanglan ta an mga puno. Ginagamit naton an lawas san puno. Ginagamit naton an mga dahon san puno. Ginagamit naton an panit san puno. Ginakaon naton an bunga san puno. An mga puno nakahatag sa aton balay. An mga puno nakahatag sa aton pagkaon. Nakahimo kita bulong hali sa mga puno. Nakahimo kita papel hali sa mga puno. Kinahanglan naton an puno para may handong kag may kanaman. Kinahanglan ta an mga puno para sa maayo na kalibutan. Mga Hunga 1. Pangarani an iba-iba na parte san puno, 2. Nano an pwede himuon sa lawas san puno? 3. Nano an pwede himuon sa mga dahon san puno? 4. Nano an pwede himuon sa panit san puno? 5. Nano an parte san puno na pwede makaon? 6. Nano pa an iba na pwede mahimo sa puno? 7. Nano kay naga-ingkod sa idalom san puno an pamilya? 8. Nano an ginahimo san mga bata sa puno? 9. Nano kay kinahanglan naton an puno? 10. May igwa ka ba sin paborito na puno na halapit sa iyo balay?
1|ok|Kada gab-i bag-o magturog, ginabasahan ni Ate Lita san libro si Lisa. Myentras nagapamati, nabatyagan ni Lisa na may nagdikit sa iya tiil. Tubig! Pero diin man ini hali? "Baha!"siyak ni Ate Lita myentras nagadali na isalbar an iya mga libro. "Lisa, kadi kag buligi ako!" An tubig ada na, sige'n hataas kag hataas san tubig. Nahadlok si Lisa. Dili aram ni Lisa kun nano an iya himuon. Basta gusto lang nya sa ligtas kag mara na lugar. Lukso! "Didi la ako!" Hulat, nano ina na nagahiwag? Salabay! Nagtuna pagsiklo si Lisa. Naganamas an iya kahadlok, nagasuso man an iya siklo. Hala, ginasundan sya san mga salabay! "Bulig! habo ko na masalabay,"siyak ni Lisa. Dili Lisa! Dili ina sinda salabay," an sabi ni Ate Lita. Nano ina na tunog?Igwa naman san paabot. Mga kasag!Gintaas ninda an inda mga sipit kan Lisa. Dili na ini ligtas na lugar. Kinahanglan ni Lisa maghanap naman san iba na lugar. "Ate Lita, bulig! Gusto ako sipiton san mga kasag. Hadlok ako." Hik! Hik! "Dili, Lisa. Dili ina kasag,"ginapakalma ni Ate Lita si Lisa. "Kimpit lang ina." Nagruluwas an mga gaway pakadto sa iya. Tama si Lisa, nasa peligro sya. "Ate Lita, igwa san kugita na gusto ako kuhaon,"siyak ni Lisa. Hik...! Hik...! "Dili, Lisa. Dili ina kugita,"hiyom ni Ate Lita. "Panglampaso la ina." Karuskos! Karuskos! "Adto! Adto! Nakit-an ni Lisa an palikpik san pating. Napagkadako sani. "Kun dako an palikpik, dako man an pating kag an ngipon... whoaaa! Bulig! habo ko makagat san pating." Hik! Hik! "Dili, Lisa. Dili ina pating. Ayaw kahandal kay kaupod mo man ako." Pero dili mapakalma si Lisa. Saka kun may umabot pa na mga hayop hali sa dagat? Nakatungtong sa igbaw san lamesa si Lisa. "Kuntani dili sinda makasakbat." Pero an tubig nagahitaas. "Diin ako makadto?" Hik! Hik! Hik! "Ate Lita... hik, buligi ako!" Hik! Hik! Hik! Hik! Toooot! Aram ni Lisa ina na tunog. "Sakat na, Lisa. Dadarhon kita sani na barko sa ligtas na lugar,"an siyak ni Ate Lita. Tooot! Nakalma na an pamatyag ni Lisa. Splash! Splash! Nagakiling-kiling an barko. May igwa pa san iba na barko. Puno an barko san mga tawo na habo magkabarasa. Magburuligan kita. Magigin ligtas kita tanan kag taudtaod magahubas man an tubig.
1|ok|Igwa'n pasadi-sadi na klase san sapat sa akon natad. Igwa'n guruganda an kolor na kalibangbang. Kalibangbang na nagalupad-lupad sa palibot. Buyog na nagainom sin matam-is na duga hali sa burak. An Doron na nagakaon sin burak san humay. An grupo san hurnigas na nagahakwat sin pagkaon. Hurnigas na nagalakat sin sabay-sabay na nakapila. An tiwtiw na naghugdon sa kable. An Gangis na nagakanta sa sanga san puno. Nagsarayaw sabay-sabay an mga sapat sa natad.
1|ok|Gin-preparar na ni Keo an iya mga gamit para sa pag-eskwela. Bag-o mag-hali pa-eskwelahan, nag-ayo siya sin mga mangga sa iya iloy. Hunga san iloy: Pira kabilog na mangga an gusto mo? Sabat ni Keo: Gusto ko po sin 9 kabilog. Insabihan si Keo san iya iloy na mag-dara sin 9 kabilog na mangga. Naga-preparar an ate ni Keo para iduhol siya pa-eskwelahan. In-alalayan si Keo san iya ate pag-lusad sa hagdanan. 9 na pitad pakadto sa eskwelahan. Pag-abot sa eskwelahan, nag-sulod na si Keo sa room. Tig usad-usad na inbilang ni Keo an mga mangga kasabay an iya mga barkada 1 2 3 4 5 6 7 8 9. Tig-urusad na nagkaon sin mangga an tanan na magbararkada.
1|ok|Si billy usad na sarakyan san mga bombero. "SUNOG! SUNOG!" sabi san bombero. "Pag dali na kamo! Makadto na kita! sabi san iba na bombero. Peru si Billy gusto nya na malinis la sya pemi. "Habu ko mag ka ati," sabi ni Billy. "Billy, kinahanglan ka san mga hayup!" sabi san mga bombero. "Billy, kinahanglan ka san mga tanom!" "Billy kinahanglan ka san mga tawo!" "Billy, kinahanglan ka namon!" "Importante ba gayud ako?" hunga ni Billy. "Oo, importante ka! Dali na makadto na kita!" "Salamat Billy," siyak san kadamo-an.
