book_title,word_count,sentence_count,phrase_count_per_sentence,average_word_len,average_sentence_len,average_syllable_count,polysyll_count,grade_level
Ang Mga Hayop sa Bukid,102,72,1.0294117647058822,4.852941176470588,1.4166666666666667,2.1862745098039214,1,3
Ang Pamilya,153,13,1.3846153846153846,4.601307189542483,11.76923076923077,1.9803921568627452,1,3
Ang Panaw nila Tiwi ug Boni,252,70,1.1764705882352942,5.067460317460317,3.6,2.111111111111111,8,3
Ang Pula na Sapatos,88,8,1.3333333333333333,4.704545454545454,11.0,2.0,1,3
Ang Puno-an sa Kinabuhi,184,15,1.6153846153846154,4.315217391304348,12.266666666666667,1.8804347826086956,2,3
Ang Selosong Panganod,478,42,1.6666666666666667,4.696652719665272,11.380952380952381,2.0313807531380754,8,3
Ang Tigre sa Trapiko,436,31,1.9166666666666667,4.637614678899083,14.064516129032258,1.9701834862385321,11,3
Ang Tiguwang nga Babaye ug ang Agila,696,56,1.8837209302325582,4.347701149425287,12.428571428571429,1.9123563218390804,8,3
Ang Tortillas ni Ana,264,19,1.1578947368421053,4.575757575757576,13.894736842105264,2.003787878787879,3,3
Ang Uhaw nga Langgam,247,27,1.2,4.5425101214574894,9.148148148148149,1.991902834008097,1,3
Ang Unang Higala ni Iko,427,52,1.5945945945945945,4.510538641686183,8.211538461538462,1.9742388758782201,2,3
Ang Utokang Baki,673,84,1.3770491803278688,4.643387815750372,8.011904761904763,2.0460624071322435,10,3
Ang Utukan nga Bata nga Lalaki ug ang Makalilisang Peligroso nga Hayop,706,74,2.142857142857143,4.569405099150142,9.54054054054054,1.998583569405099,18,3
Ang Wala Gidahom nga Abyan,968,96,1.4337349397590362,4.631198347107438,10.083333333333334,1.9814049586776858,10,3
Ang-Plastik nga Bag ni Tok,324,35,1.7037037037037037,4.518518518518518,9.257142857142858,1.8611111111111112,1,3
Bakuna,134,14,1.8461538461538463,5.007462686567164,9.571428571428571,2.1791044776119404,6,3
Bea ug Ming-su,94,8,1.375,4.51063829787234,11.75,2.0,0,3
Emma,379,35,1.96,4.788918205804749,10.82857142857143,2.0606860158311346,7,3
Green Star,437,75,1.2033898305084745,4.759725400457666,5.826666666666667,2.0411899313501145,7,3
Gusto ni Juliana nga Makabaton ug Binuhi,141,13,0.0,4.73758865248227,10.846153846153847,2.106382978723404,5,3
Higala sa Nataran,182,25,1.4090909090909092,4.8791208791208796,7.28,2.087912087912088,4,3
Higanteng Megapon,475,70,1.3409090909090908,4.903157894736842,6.785714285714286,2.014736842105263,3,3
Kapayas,153,18,1.2777777777777777,4.594771241830065,8.5,1.9803921568627452,1,3
Khutrukke,566,59,1.7659574468085106,4.6855123674911665,9.59322033898305,2.0335689045936394,7,3
Kung Moabot ang Baha,394,129,1.305084745762712,4.418781725888325,3.054263565891473,1.8756345177664975,3,3
Lupad Agila Lupad,306,35,1.4827586206896552,4.712418300653595,8.742857142857142,2.026143790849673,1,3
Magtutudlo,206,14,1.5714285714285714,4.902912621359223,14.714285714285714,2.1116504854368934,4,3
Mapahiyumon na si Phoe Tar Lay,475,46,1.441860465116279,4.3578947368421055,10.326086956521738,1.8778947368421053,15,3
May Torotot sa Kalubihan,696,70,1.6440677966101696,4.497126436781609,9.942857142857143,1.9410919540229885,7,3
Mga Abyan sa Lasang,383,39,1.65625,4.438642297650131,9.820512820512821,1.947780678851175,7,3
Misteryoso na Suba,720,73,1.6166666666666667,4.690277777777778,9.863013698630137,2.0166666666666666,12,3
Nagkita na gayod,799,154,1.5166666666666666,4.466833541927409,5.188311688311688,1.891113892365457,0,3
Nagtanom si Sophy ug Baktin,316,35,2.1,4.525316455696203,9.028571428571428,1.860759493670886,4,3
Naka-iskor ug Goal si Elsa,228,28,1.380952380952381,4.745614035087719,8.142857142857142,2.030701754385965,9,3
Nakita sa Leon Iyang Kaugalingon,691,50,2.323529411764706,4.424023154848046,13.82,1.8769898697539797,11,3
Nganong Nihilak si Ate Risa,234,42,1.4482758620689655,4.653846153846154,5.571428571428571,2.047008547008547,5,3
Paubos,491,62,2.6,4.407331975560082,7.919354838709677,1.934826883910387,3,3
Rambutans para ni Yaki,570,86,1.3962264150943395,4.494736842105263,6.627906976744186,1.9385964912280702,9,3
Sa Akong Paglakaw lakaw,108,11,1.4545454545454546,5.277777777777778,9.818181818181818,2.1666666666666665,6,3
Sa Baryo Kamayanan ug ang Sugilanon sa mga Gasayaw nga mga Kamot,285,27,2.15,5.428070175438597,10.555555555555555,2.256140350877193,8,3
Sa Sapa,85,11,1.0909090909090908,4.08235294117647,7.7272727272727275,1.9294117647058824,0,3
Salamat Ginoo,140,14,1.2142857142857142,4.478571428571429,10.0,1.9357142857142857,0,3
Sapatos na Bulawan,252,17,1.8666666666666667,4.5,14.823529411764707,1.9404761904761905,2,3
Si Fatima ang i-spinner ug ang Tolda,1096,57,2.5714285714285716,4.632299270072993,19.228070175438596,2.042883211678832,19,3
Si Iru ug Iring Nagkahigla,86,6,1.8333333333333333,4.441860465116279,14.333333333333334,1.930232558139535,1,3
Si melay at ang gulayan,204,17,1.2222222222222223,4.980392156862745,12.0,2.0784313725490198,8,3
Si Melay ug ang Tanaman sa Utanon,203,16,1.4375,4.847290640394089,12.6875,2.0738916256157633,4,3
Si Oming ug Aning Amigas,125,14,1.2142857142857142,4.616,8.928571428571429,2.08,3,3
Si Pogi si Pogs ug ang Tora-tora,446,54,1.4489795918367347,4.497757847533633,8.25925925925926,1.9327354260089686,5,3
Si Tamtam,449,42,1.8,4.76391982182628,10.69047619047619,2.0289532293986636,9,3
Si Toutou Gustong Moadto sa Ciudad,257,29,1.5294117647058822,4.595330739299611,8.862068965517242,2.0389105058365757,5,3
Strawla Reyna sa mga Basura,703,54,1.7173913043478262,4.648648648648648,13.018518518518519,1.9530583214793742,12,3
Tiaw Lang,720,141,1.8113207547169812,4.368055555555555,5.1063829787234045,1.8569444444444445,0,3
Unsa kaha ko Pagdako,261,21,3.142857142857143,4.6513409961685825,12.428571428571429,1.996168582375479,12,3
Unsa kaha,250,20,3.142857142857143,4.668,12.5,1.996,12,3
Wala Nahadlok si Ira,506,112,1.2653061224489797,4.565217391304348,4.517857142857143,1.9407114624505928,5,3
