language|level|title|char_start|char_end|words|position|category|removed_text
minasbate|1|An Amon Adlaw sa Peryahan|0|69|9|leading|title_author|An Amon Adlaw sa Peryahan Syamphay Fengsavanh Nivong Sengsakoun
minasbate|1|An Amon Adlaw sa Peryahan|1325|2310|136|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Amon Adlaw sa Peryahan (A Day at the Carnival). Author: Syamphay Fengsavanh. Illustrator: Nivong Sengsakoun. Published by Room to Read, © Room to Read. Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2022. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Angielou Basical Signer: Sobita Paudel Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Copyright Guide Cover Start of Story
minasbate|1|An Bag-o na Kalo ni Bentong|0|71|11|leading|title_author|An Bag-o na Kalo ni Bentong Syamphay Fengsavanh Nivong Sengsakoun
minasbate|1|An Bag-o na Kalo ni Bentong|1976|3680|247|trailing|publisher|This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Juancho P. Azares, Gladys Judd D. Perez, Jinky S. Paniza, and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Ella Rey. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Bag-o na Kalo ni Bentong (Bountong's New Hat). Author: Syamphay Fengsavanh. Illustrator: Nivong Sengsakoun. Published by Room to Read, © Room to Read. Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Ruffa Mae Velasco, Joy Verano, REAN MIJARES, Lovely May G. Delera Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 28 Page 31 Page 34 Page 37 Page 40 Page 43 Page 46 Page 49 Page 52 Page 55 Page 58 Page 61 Page 64 Page 67 Page 70 Page 73 Page 74 Copyright Guide Cover Start of Story
minasbate|1|An Bag Ni Tok|0|29|6|leading|title_author|An Bag Ni Tok Iem Tithseiha
minasbate|1|An Bag Ni Tok|2585|4311|251|trailing|publisher|The Asia Foundation. Mula sa tulong ng SMART This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Joanna Rose I. Gonzaga, Marlon G. Arididon, and Ma. Nicole Villanueva, and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Gloria Hapa. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Bag Ni Tok (Tok's Bag). Author: Iem Tithseiha. Illustrator: Chan Pisey, Pisey Chan. Editor: Kem Lyheang. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Hannah Bartolata, France katrina Basical Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 18 Page 20 Page 22 Page 24 Page 27 Page 28 Page 31 Page 33 Page 34 Copyright Guide Cover Start of Story
minasbate|1|An Baryo san mga Rosas|0|53|10|leading|title_author|An Baryo san mga Rosas Su Nyein Chan Wunna Lwin
minasbate|1|An Baryo san mga Rosas|2291|4645|365|trailing|credit|Nano an gin-isip san mga taga-baryo na mangyayari kun dili pula na rosas an inda gintanom? 2. Nano an mga kolor san burak na nakuha san gurang sa kahon? 3. Nano an ginsabi san pintor sa mga taga-baryo? 4. Nano na kolor an imo gusto? Nano kay gusto mo ini? Ginhimo an libro na ini hale sa pagsasanay sa paghimo san libro sa pagburulig san Third Story Project kag The Asia Foundation. An Third Story Project nagahimo kag nagalathala san mga pambata na libro sa mga lengguwahe san Burmese kag Myanmar para ihatag na libre sa mga bata. An mga istorya ginsurat kag ginguhit san mga alagad san sining sa Myanmar para sa inda pumuluyo para maka-ambag sa istoryahan sa katuninongan, katatagan, pagkakaiba-iba, kasarian, kapalibutan, kag karapatan pambata. This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Juancho P. Azares, Gladys Judd D. Perez, and Jinky S. Paniza and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Via Lily de Castro. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Baryo san mga Rosas (Rose Village). Author: Su Nyein Chan. Illustrator: Wunna Lwin. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, maan almadrones Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 15 Copyright Guide Cover Start of Story
minasbate|1|An Buyog kag an Elepante|0|24|5|leading|title_author|An Buyog kag an Elepante
minasbate|1|An Buyog kag an Elepante|563|1325|107|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Buyog kag an Elepante (The Bee and the Elephant). Author: Long Ravy. Illustrator: Try Samphos. Published by , © This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Contributing translators: Darwin Atendido Table of Contents Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Copyright Guide Cover Start of Story
minasbate|1|An Dako-dako na Megaphone|0|38|7|leading|title_author|An Dako-dako na Megaphone Mut Somaly
minasbate|1|An Dako-dako na Megaphone|2963|4643|242|trailing|publisher|This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Joanna Rose I. Gonzaga, Marlon G. Arididon, and Ma. Nicole Villanueva and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Bonita Lumagas. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Dako-dako na Megaphone (Giant Megaphone). Author: Mut Somaly. Illustrator: Ung Keamesa, Mut Somaly. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Angielou Basical, Michael Wilson Rosero, marlin ocsing, Christine Dellosa, Shirley Titong Table of Contents Page 1 Page 2 Page 3 Page 4 Page 16 Page 19 Page 22 Page 25 Page 28 Page 31 Page 34 Page 37 Page 38 Copyright Guide Cover Start of Story
minasbate|1|An Dyurugtay na Bituon ni Ali|0|29|6|leading|title_author|An Dyurugtay na Bituon ni Ali
minasbate|1|An Dyurugtay na Bituon ni Ali|927|1874|129|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Dyurugtay na Bituon ni Ali (Ali's Little Star). Author: Room to Read. Illustrator: Vongsavanh Damlongsouk. Editor: Onchanh Phetchantharath, Pakian Luangxaysana, Sengmany Souphanthalop. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Ken Thomas Labao Table of Contents Page 1 Page 2 Page 3 Page 4 Page 6 Page 7 Page 11 Copyright Guide Cover Start of Story
minasbate|1|An Dyutay na Amo kag an Isda|0|28|7|leading|title_author|An Dyutay na Amo kag an Isda
minasbate|1|An Dyutay na Amo kag an Isda|757|1660|129|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Dyutay na Amo kag an Isda (A Little Monkey and a Fish). Author: Nguon Sakal. Illustrator: Seng Visal. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Ken Thomas Labao Table of Contents Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Copyright Guide Cover Start of Story
minasbate|1|An Espesyal na Tambol|0|59|8|leading|title_author|An Espesyal na Tambol Laksmi Manohara Evelline Andrya
minasbate|1|An Espesyal na Tambol|1432|3696|328|trailing|author_bio|The Asia Foundation. Ang proyektong ito sa paglikha ng aklat ay nagtatampok ng mga natatanging kababaihan bilang pangunahing tauhan sa kuwento at kinabibilangan ng mga babaeng manunulat, illustrador, tagapatnugot, at pagguhit. Ang aklat na ito ay ginawa sa pamamagitan ng mga pagsasanay sa pagtutulungan ng Litara Foundation at The Asia Foundation at suportado ng Estee Lauder Companies. Ang pagsasanay at iba pang propesyunal na pagsulong tulad ng pagguhit at pag-akda ng aklat na ito ay isinagawa ng Litara Foundation. This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Joanna Rose I. Gonzaga, Marlon G. Arididon, and Ma. Nicole Villanueva, and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Cheryl Mayor. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Espesyal na Tambol (The Special Drums). Author: Laksmi Manohara. Illustrator: Evelline Andrya. Editor: Sofie Dewayani, Irawati Subrata, Eva Y. Nukman. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Hannah Bartolata, France katrina Basical Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 22 Page 25 Page 28 Page 31 Page 34 Page 37 Page 40 Page 43 Page 46 Page 49 Page 52 Page 54 Page 56 Copyright Guide Cover Start of Story
minasbate|1|An Higante na Bentilador|0|40|6|leading|title_author|An Higante na Bentilador Iem Tithseiha
minasbate|1|An Higante na Bentilador|2008|3654|238|trailing|publisher|This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Aizzel M. Luzong, Vilma Ponferrada and Rolicelia Endrina and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Ma. Lorena Taneca. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Higante na Bentilador (The Giant Fan). Author: Iem Tithseiha. Illustrator: Iem Tithseiha, Chan Pisey, Pisey Chan. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, aimee rivera, Alma Lacson Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 19 Page 22 Page 25 Page 28 Page 31 Page 34 Page 37 Page 40 Page 43 Page 45 Page 47 Copyright Guide Cover Start of Story
minasbate|1|An Iskedyul ni Mimi|0|19|4|leading|title_author|An Iskedyul ni Mimi
minasbate|1|An Iskedyul ni Mimi|797|1700|125|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Iskedyul ni Mimi (Momo's Timetable). Author: Komar Rien Komar Cheh. Illustrator: Seat Sopheap. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Rianne Labriaga Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Copyright Guide Cover Start of Story
minasbate|1|An Kakaiba na Bertdey|0|53|8|leading|title_author|An Kakaiba na Bertdey Lauren Hansu Lauren Hansu
minasbate|1|An Kakaiba na Bertdey|1193|2923|249|trailing|publisher|This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Aizzel M. Luzong, Vilma Ponferrada, Rolicelia Endrina, and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Arlene Sabio. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Kakaiba na Bertdey (Ling's Special Gift). Author: Lauren Hansu. Illustrator: Lauren Hansu. Editor: Riama Maslan Sihombing, Eva Y. Nukman, EorG. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, FEBIE ROSE TUMBAGA, Dennis Corlet, marlin ocsing, Shirley Titong, Carlos Jesus Liao, Rowena Tambago Table of Contents Page 1 Page 2 Page 3 Page 4 Page 16 Page 19 Page 22 Page 25 Page 28 Page 31 Page 34 Page 37 Page 40 Page 41 Copyright Guide Cover Start of Story
minasbate|1|An Kalibangbang kag an Kalaw|0|68|11|leading|title_author|An Kalibangbang kag an Kalaw Komar Rien Komar Cheh Sin Thuokna
minasbate|1|An Kalibangbang kag an Kalaw|329|1969|239|trailing|publisher|This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Henche G. Cañelas, Mary Grace V. Delos Santos, Mary Joy M. Romero, and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Mary Grace Ramos. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Kalibangbang kag an Kalaw (Butterfly and Hornbill). Author: Komar Rien Komar Cheh. Illustrator: Sin Thuokna. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, FEBIE ROSE TUMBAGA, Dennis Corlet, marlin ocsing, Shirley Titong, Rowena Tambago Table of Contents Page 1 Page 2 Page 10 Page 13 Page 16 Page 19 Page 22 Page 25 Page 26 Copyright Guide Cover Start of Story
minasbate|1|An Kanam San Magmanghod Na Si Muna Kag Milan.|0|44|9|leading|title_author|An Kanam San Magmanghod Na Si Muna Kag Milan
minasbate|1|An Kanam San Magmanghod Na Si Muna Kag Milan.|606|1517|127|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Kanam San Magmanghod Na Si Muna Kag Milan. (Muna and Milan's Game). Author: Anuradha. Illustrator: Bandana Tulachan. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Annie Medina, gilbert villasis Signer: Dinesh Maharjan Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Copyright Guide Cover Start of Story
minasbate|1|An Ladybird|0|11|2|leading|title_author|An Ladybird
minasbate|1|An Ladybird|894|1715|118|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit letsreadasia.org. Original Story (The Ladybird), Author: Shantdas Manandhar. Illustrator: Promina Shrestha. Published by , © . Released under CC-BY-4.0. This work is a modified version of the original story. © The Asia Foundation, 2021. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Joy Verano, and Lovely May G. Delera Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Copyright Guide Cover Start of Story
minasbate|1|An Mabuot na Amigo|0|18|4|leading|title_author|An Mabuot na Amigo
minasbate|1|An Mabuot na Amigo|1011|3335|358|trailing|credit|Mga Hunga: 1. Nano kay dili masadya an kamatis? 2. Papan-o gin-engganyo san monggo an kamatis? 3. Papan-o magin maayo na amigo? 4. Nano an iyo mga tanom sa balay? Ini na libro nahimo paagi sa pagbuo san libro na ginhimo kaupod an Third Story Project kag The Asia Foundation. An Third Story Project naga himu kag naga labas san mga pambata na libro sa Brumese kag iba pa na Myanmar na lenggwahe para ihatag na libre sa mga kabataan sa palibot san Myanmar. An mga istorya nakasurat kag gin-drowing san mga Myanmar na para surat kag para drowing para sa mga taga Myanmar para sa katuninungan, pagpakumbaba, pagkaka-iba-iba, kasarian, palibot, kag an karapatan san kabataan. This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Aizzel M. Luzong, Vilma Ponferrada, Rolicelia Endrina, and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Jeanlyn Daep. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Mabuot na Amigo (A Good Friend). Author: May Kyaw (Pyan Sat). Illustrator: Edo Vader. Editor: Thant Zin Soe. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Ruffa Mae Velasco, Joy Verano, Lovely May G. Delera Table of Contents Page 1 Page 2 Page 3 Page 4 Page 16 Page 19 Page 22 Page 25 Page 28 Page 31 Page 34 Page 37 Page 38 Copyright Guide Cover Start of Story
minasbate|1|An Maimon na Dampog|0|71|11|leading|title_author|An Maimon na Dampog Anthony B. Diaz Vann Samrach Chea Sereyroth
minasbate|1|An Maimon na Dampog|2585|4371|255|trailing|publisher|This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Aizzel M. Luzong, Vilma Ponferrada, Rolicelia Endrina, and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Louwelyn Chiang. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Maimon na Dampog (The Jealous Cloud). Author: Anthony B. Diaz, Vann Samrach. Illustrator: Chea Sereyroth. Editor: Nguon Sivngim. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Maria Teresa Septimo, Ruel Altiche, Ma. Lorina G. Cascato, krentz roszel havana, marlin ocsing, Shirley Titong, Ma Jeline Hermocilla Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 19 Page 22 Page 25 Page 28 Page 31 Page 34 Page 37 Page 40 Page 43 Page 46 Page 49 Page 52 Page 53 Copyright Guide Cover Start of Story
minasbate|1|An Maliga Na Soro-singsingan|0|28|5|leading|title_author|An Maliga Na Soro-singsingan
minasbate|1|An Maliga Na Soro-singsingan|571|1999|203|trailing|publisher|This product is made possible through the support of the All Children Reading: A Grand Challenge for Development (ACR GCD) Founding Partners (the United States Agency for International Development [USAID], World Vision, and the Australian Government) in collaboration with the Global Book Alliance. It was prepared by The Asia Foundation and does not necessarily reflect the views of the ACR GCD Founding Partners or the Global Book Alliance. Any adaptation or translation of this work should not be considered an official ACR GCD translation, and ACR GCD shall not be liable for any content or errors in this translation. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Maliga Na Soro-singsingan (Naughty Millipede). Author: Illustrator: Khamphasone Sihapanya. Published by , © This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Contributing translators: Annie Medina Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 12 Copyright Guide Cover Start of Story
minasbate|1|An Matam-is na Mansanas|0|64|9|leading|title_author|An Matam-is na Mansanas Kedar Shrestha Binita Buddhacharya
minasbate|1|An Matam-is na Mansanas|1012|2618|231|trailing|publisher|This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Henche G. Cañelas, Mary Grace V. Delos Santos, Mary Joy M. Romero, and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Zenaida Soler. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Matam-is na Mansanas (A Sweet Apple). Author: Kedar Shrestha. Illustrator: Binita Buddhacharya. Published by Room to Read, © Room to Read. Released under CC-BY-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Angielou Basical, marlin ocsing, Christine Dellosa, Shirley Titong Signer: Rabita Deula Table of Contents Page 1 Page 2 Page 3 Page 13 Page 16 Page 19 Page 22 Page 25 Page 28 Page 29 Copyright Guide Cover Start of Story
minasbate|1|An Mga Gusto ni Dany|0|54|9|leading|publisher|An Mga Gusto ni Dany All Children Reading - Cambodia
minasbate|1|An Mga Gusto ni Dany|626|2400|265|trailing|publisher|Nano an mga gusto ni Dany? 2. Nano an mga gusto imaneho ni Dany? 3. Sa pangita mo makamanehar kaya san barko si Dany? Kay nano? 4. Nano an gusto mo na maaraman pagmaneho? Kay nano? This book was adapted as part of the ABC+: Advancing Basic Education in the Philippines project. ABC+ is a partnership of USAID and the Department of Education (DepEd), implemented by RTI International together with The Asia Foundation, SIL LEAD, and Florida State University. This book was quality assured by Joanna Rose I. Gonzaga, Marlon G. Arididon, and Ma. Nicole Villanueva, and was approved for publishing by the Department of Education Region V - Bicol Learning Resource Management Section (LRMS) of the Curriculum and Learning Management Division (CLMD). The book was field tested by Mary Grace Ramos. Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Mga Gusto ni Dany (What Dany Wants). Author: All Children Reading - Cambodia. Illustrator: May Sak. Published by The Asia Foundation - Let's Read, © The Asia Foundation - Let's Read. Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, 2021. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: Enrique Villasis, Ronavie Espinosa Table of Contents Page 1 Page 2 Page 3 Page 14 Page 17 Page 20 Page 23 Page 26 Page 29 Page 30 Copyright Guide Cover Start of Story
minasbate|1|An Mga Matahum na Hayop sa Tubig|0|32|7|leading|title_author|An Mga Matahum na Hayop sa Tubig
minasbate|1|An Mga Matahum na Hayop sa Tubig|695|1639|127|trailing|publisher|Brought to you by Let's Read is an initiative of The Asia Foundation's Books for Asia program that fosters young readers in Asia and the Pacific. booksforasia.org To read more books like this and get further information, visit www.letsreadasia.org Original Story An Mga Matahum na Hayop sa Tubig (Beautiful Water Animals). Author: Illustrator: Saotoula Khounphomxay. Editor: Pum Anh. Published by , © . Released under CC-BY-NC-4.0. This work is a modified version of the original story. @The Asia Foundation – Let's Read, #_published_year_#. Some rights reserved. Released under CC-BY-NC-4.0. For full terms of use and attribution, Contributing translators: charina estoquia Table of Contents Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Copyright Guide Cover Start of Story
minasbate|1|An Mga Parakanta na Sapat ni Bounthy|0|36|7|leading|title_author|An Mga Parakanta na Sapat ni Bounthy
